Genoma 150, Vitórias X: 66, Vitórias O: 69, Draws: 15
Genoma 32886, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 32983, Vitórias X: 35, Vitórias O: 55, Draws: 10
Genoma 33080, Vitórias X: 42, Vitórias O: 51, Draws: 7
Genoma 33177, Vitórias X: 36, Vitórias O: 55, Draws: 9
Genoma 33274, Vitórias X: 45, Vitórias O: 48, Draws: 7
Genoma 33371, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 33468, Vitórias X: 49, Vitórias O: 44, Draws: 7
Genoma 33565, Vitórias X: 39, Vitórias O: 49, Draws: 12
Genoma 33662, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 33759, Vitórias X: 37, Vitórias O: 56, Draws: 7
Genoma 33856, Vitórias X: 44, Vitórias O: 48, Draws: 8
Genoma 33953, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 34050, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 34147, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 34244, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 34341, Vitórias X: 50, Vitórias O: 43, Draws: 7
Genoma 34438, Vitórias X: 47, Vitórias O: 44, Draws: 9
Genoma 34535, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 34632, Vitórias X: 54, Vitórias O: 40, Draws: 6
Genoma 34729, Vitórias X: 35, Vitórias O: 57, Draws: 8
Genoma 34826, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 34923, Vitórias X: 39, Vitórias O: 52, Draws: 9
Genoma 35020, Vitórias X: 49, Vitórias O: 44, Draws: 7
Genoma 35117, Vitórias X: 48, Vitórias O: 48, Draws: 4
Genoma 35214, Vitórias X: 47, Vitórias O: 46, Draws: 7
Genoma 35311, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 35408, Vitórias X: 38, Vitórias O: 54, Draws: 8
Genoma 35505, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 35602, Vitórias X: 41, Vitórias O: 51, Draws: 8
Genoma 35699, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 35796, Vitórias X: 45, Vitórias O: 53, Draws: 2
Genoma 35893, Vitórias X: 42, Vitórias O: 56, Draws: 2
Genoma 35990, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 36087, Vitórias X: 35, Vitórias O: 59, Draws: 6
Genoma 36184, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 36281, Vitórias X: 34, Vitórias O: 57, Draws: 9
Genoma 36378, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 36475, Vitórias X: 44, Vitórias O: 53, Draws: 3
Genoma 36572, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 36669, Vitórias X: 42, Vitórias O: 49, Draws: 9
Genoma 36766, Vitórias X: 48, Vitórias O: 48, Draws: 4
Genoma 36863, Vitórias X: 50, Vitórias O: 47, Draws: 3
Genoma 36960, Vitórias X: 37, Vitórias O: 56, Draws: 7
Genoma 37057, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 37154, Vitórias X: 46, Vitórias O: 44, Draws: 10
Genoma 37251, Vitórias X: 40, Vitórias O: 58, Draws: 2
Genoma 37348, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 37445, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 37542, Vitórias X: 36, Vitórias O: 59, Draws: 5
Genoma 37639, Vitórias X: 41, Vitórias O: 58, Draws: 1
Genoma 37736, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 37833, Vitórias X: 50, Vitórias O: 45, Draws: 5
Genoma 37930, Vitórias X: 39, Vitórias O: 53, Draws: 8
Genoma 38027, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 38124, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 38221, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 38318, Vitórias X: 49, Vitórias O: 48, Draws: 3
Genoma 38415, Vitórias X: 48, Vitórias O: 47, Draws: 5
Genoma 38512, Vitórias X: 34, Vitórias O: 60, Draws: 6
Genoma 38609, Vitórias X: 39, Vitórias O: 51, Draws: 10
Genoma 38706, Vitórias X: 53, Vitórias O: 42, Draws: 5
Genoma 38803, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 38900, Vitórias X: 45, Vitórias O: 52, Draws: 3
Genoma 38997, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 39094, Vitórias X: 45, Vitórias O: 48, Draws: 7
Genoma 39191, Vitórias X: 37, Vitórias O: 59, Draws: 4
Genoma 39288, Vitórias X: 38, Vitórias O: 53, Draws: 9
Genoma 39385, Vitórias X: 49, Vitórias O: 46, Draws: 5
Genoma 39482, Vitórias X: 36, Vitórias O: 53, Draws: 11
Genoma 39579, Vitórias X: 33, Vitórias O: 59, Draws: 8
Genoma 39676, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 39773, Vitórias X: 41, Vitórias O: 50, Draws: 9
Genoma 39870, Vitórias X: 36, Vitórias O: 55, Draws: 9
Genoma 39967, Vitórias X: 40, Vitórias O: 52, Draws: 8
Genoma 40064, Vitórias X: 36, Vitórias O: 60, Draws: 4
Genoma 40161, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 40258, Vitórias X: 40, Vitórias O: 51, Draws: 9
Genoma 40355, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 40452, Vitórias X: 49, Vitórias O: 50, Draws: 1
Genoma 40549, Vitórias X: 47, Vitórias O: 47, Draws: 6
Genoma 40646, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 40743, Vitórias X: 39, Vitórias O: 52, Draws: 9
Genoma 40840, Vitórias X: 38, Vitórias O: 61, Draws: 1
Genoma 40937, Vitórias X: 43, Vitórias O: 50, Draws: 7
Genoma 41034, Vitórias X: 45, Vitórias O: 52, Draws: 3
Genoma 41131, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 41228, Vitórias X: 43, Vitórias O: 50, Draws: 7
Genoma 41325, Vitórias X: 30, Vitórias O: 66, Draws: 4
Genoma 41422, Vitórias X: 37, Vitórias O: 56, Draws: 7
Genoma 41519, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 41616, Vitórias X: 46, Vitórias O: 47, Draws: 7
Genoma 41713, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 41810, Vitórias X: 46, Vitórias O: 50, Draws: 4
Genoma 41907, Vitórias X: 40, Vitórias O: 52, Draws: 8
Genoma 42004, Vitórias X: 44, Vitórias O: 47, Draws: 9
Genoma 42101, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 42198, Vitórias X: 56, Vitórias O: 42, Draws: 2
Genoma 42295, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 42392, Vitórias X: 35, Vitórias O: 57, Draws: 8
Genoma 42489, Vitórias X: 31, Vitórias O: 63, Draws: 6
Genoma 42586, Vitórias X: 48, Vitórias O: 46, Draws: 6
Genoma 42683, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 42780, Vitórias X: 53, Vitórias O: 44, Draws: 3
Genoma 42877, Vitórias X: 40, Vitórias O: 51, Draws: 9
Genoma 42974, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 43071, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 43168, Vitórias X: 40, Vitórias O: 52, Draws: 8
Genoma 43265, Vitórias X: 38, Vitórias O: 56, Draws: 6
Genoma 43362, Vitórias X: 34, Vitórias O: 57, Draws: 9
Genoma 43459, Vitórias X: 41, Vitórias O: 50, Draws: 9
Genoma 43556, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 43653, Vitórias X: 32, Vitórias O: 60, Draws: 8
Genoma 43750, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 43847, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 43944, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 44041, Vitórias X: 41, Vitórias O: 51, Draws: 8
Genoma 44138, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 44235, Vitórias X: 38, Vitórias O: 53, Draws: 9
Genoma 44332, Vitórias X: 36, Vitórias O: 59, Draws: 5
Genoma 44429, Vitórias X: 35, Vitórias O: 57, Draws: 8
Genoma 44526, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 44623, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 44720, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 44817, Vitórias X: 36, Vitórias O: 54, Draws: 10
Genoma 44914, Vitórias X: 41, Vitórias O: 52, Draws: 7
Genoma 45011, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 45108, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 45205, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 45302, Vitórias X: 54, Vitórias O: 44, Draws: 2
Genoma 45399, Vitórias X: 51, Vitórias O: 46, Draws: 3
Genoma 45496, Vitórias X: 38, Vitórias O: 53, Draws: 9
Genoma 45593, Vitórias X: 34, Vitórias O: 55, Draws: 11
Genoma 45690, Vitórias X: 46, Vitórias O: 48, Draws: 6
Genoma 45787, Vitórias X: 35, Vitórias O: 59, Draws: 6
Genoma 45884, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 45981, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 46078, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 46175, Vitórias X: 46, Vitórias O: 50, Draws: 4
Genoma 46272, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 46369, Vitórias X: 42, Vitórias O: 51, Draws: 7
Genoma 46466, Vitórias X: 43, Vitórias O: 55, Draws: 2
Genoma 46563, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 46660, Vitórias X: 33, Vitórias O: 62, Draws: 5
Genoma 46757, Vitórias X: 43, Vitórias O: 55, Draws: 2
Genoma 46854, Vitórias X: 29, Vitórias O: 66, Draws: 5
Genoma 46951, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 47048, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 47145, Vitórias X: 32, Vitórias O: 61, Draws: 7
Genoma 47242, Vitórias X: 49, Vitórias O: 47, Draws: 4
Genoma 47339, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 47436, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 47533, Vitórias X: 38, Vitórias O: 49, Draws: 13
Genoma 47630, Vitórias X: 45, Vitórias O: 53, Draws: 2
Genoma 47727, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 47824, Vitórias X: 41, Vitórias O: 55, Draws: 4
Genoma 47921, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 48018, Vitórias X: 41, Vitórias O: 49, Draws: 10
Genoma 48115, Vitórias X: 37, Vitórias O: 55, Draws: 8
Genoma 48212, Vitórias X: 43, Vitórias O: 51, Draws: 6
Genoma 48309, Vitórias X: 43, Vitórias O: 51, Draws: 6
Genoma 48406, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 48503, Vitórias X: 37, Vitórias O: 54, Draws: 9
Genoma 48600, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 48697, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 48794, Vitórias X: 31, Vitórias O: 60, Draws: 9
Genoma 48891, Vitórias X: 35, Vitórias O: 61, Draws: 4
Genoma 48988, Vitórias X: 44, Vitórias O: 47, Draws: 9
Genoma 49085, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 49182, Vitórias X: 38, Vitórias O: 56, Draws: 6
Genoma 49279, Vitórias X: 32, Vitórias O: 64, Draws: 4
Genoma 49376, Vitórias X: 39, Vitórias O: 53, Draws: 8
Genoma 49473, Vitórias X: 32, Vitórias O: 62, Draws: 6
Genoma 49570, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 49667, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 49764, Vitórias X: 36, Vitórias O: 60, Draws: 4
Genoma 49861, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 49958, Vitórias X: 35, Vitórias O: 57, Draws: 8
Genoma 50055, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 50152, Vitórias X: 41, Vitórias O: 48, Draws: 11
Genoma 50249, Vitórias X: 44, Vitórias O: 54, Draws: 2
Genoma 50346, Vitórias X: 49, Vitórias O: 43, Draws: 8
Genoma 50443, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 50540, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 50637, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 50734, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 50831, Vitórias X: 45, Vitórias O: 53, Draws: 2
Genoma 50928, Vitórias X: 53, Vitórias O: 44, Draws: 3
Genoma 51025, Vitórias X: 46, Vitórias O: 47, Draws: 7
Genoma 51122, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 51219, Vitórias X: 47, Vitórias O: 51, Draws: 2
Genoma 51316, Vitórias X: 46, Vitórias O: 47, Draws: 7
Genoma 51413, Vitórias X: 41, Vitórias O: 57, Draws: 2
Genoma 51510, Vitórias X: 38, Vitórias O: 49, Draws: 13
Genoma 51607, Vitórias X: 38, Vitórias O: 58, Draws: 4
Genoma 51704, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 51801, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 51898, Vitórias X: 46, Vitórias O: 52, Draws: 2
Genoma 51995, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 52092, Vitórias X: 30, Vitórias O: 62, Draws: 8
Genoma 52189, Vitórias X: 44, Vitórias O: 48, Draws: 8
Genoma 52286, Vitórias X: 39, Vitórias O: 53, Draws: 8
Genoma 52383, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 52480, Vitórias X: 32, Vitórias O: 62, Draws: 6
Genoma 52577, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 52674, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 52771, Vitórias X: 45, Vitórias O: 50, Draws: 5
Genoma 52868, Vitórias X: 39, Vitórias O: 56, Draws: 5
Genoma 52965, Vitórias X: 40, Vitórias O: 56, Draws: 4
Genoma 53062, Vitórias X: 43, Vitórias O: 47, Draws: 10
Genoma 53159, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 53256, Vitórias X: 43, Vitórias O: 50, Draws: 7
Genoma 53353, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 53450, Vitórias X: 49, Vitórias O: 48, Draws: 3
Genoma 53547, Vitórias X: 48, Vitórias O: 46, Draws: 6
Genoma 53644, Vitórias X: 45, Vitórias O: 48, Draws: 7
Genoma 53741, Vitórias X: 37, Vitórias O: 63, Draws: 0
Genoma 53838, Vitórias X: 45, Vitórias O: 49, Draws: 6
Genoma 53935, Vitórias X: 33, Vitórias O: 59, Draws: 8
Genoma 54032, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 54129, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 54226, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 54323, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 54420, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 54517, Vitórias X: 45, Vitórias O: 45, Draws: 10
Genoma 54614, Vitórias X: 33, Vitórias O: 60, Draws: 7
Genoma 54711, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 54808, Vitórias X: 49, Vitórias O: 45, Draws: 6
Genoma 54905, Vitórias X: 51, Vitórias O: 42, Draws: 7
Genoma 55002, Vitórias X: 34, Vitórias O: 61, Draws: 5
Genoma 55099, Vitórias X: 37, Vitórias O: 54, Draws: 9
Genoma 55196, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 55293, Vitórias X: 33, Vitórias O: 63, Draws: 4
Genoma 55390, Vitórias X: 33, Vitórias O: 57, Draws: 10
Genoma 55487, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 55584, Vitórias X: 54, Vitórias O: 44, Draws: 2
Genoma 55681, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 55778, Vitórias X: 32, Vitórias O: 64, Draws: 4
Genoma 55875, Vitórias X: 32, Vitórias O: 63, Draws: 5
Genoma 55972, Vitórias X: 29, Vitórias O: 65, Draws: 6
Genoma 56069, Vitórias X: 46, Vitórias O: 48, Draws: 6
Genoma 56166, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 56263, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 56360, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 56457, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 56554, Vitórias X: 38, Vitórias O: 60, Draws: 2
Genoma 56651, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 56748, Vitórias X: 36, Vitórias O: 55, Draws: 9
Genoma 56845, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 56942, Vitórias X: 43, Vitórias O: 54, Draws: 3
Genoma 57039, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 57136, Vitórias X: 39, Vitórias O: 57, Draws: 4
Genoma 57233, Vitórias X: 37, Vitórias O: 60, Draws: 3
Genoma 57330, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 57427, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 57524, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 57621, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 57718, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 57815, Vitórias X: 34, Vitórias O: 62, Draws: 4
Genoma 57912, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 58009, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 58106, Vitórias X: 40, Vitórias O: 55, Draws: 5
Genoma 58203, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 58300, Vitórias X: 34, Vitórias O: 61, Draws: 5
Genoma 58397, Vitórias X: 49, Vitórias O: 46, Draws: 5
Genoma 58494, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 58591, Vitórias X: 51, Vitórias O: 47, Draws: 2
Genoma 58688, Vitórias X: 34, Vitórias O: 61, Draws: 5
Genoma 58785, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 58882, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 58979, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 59076, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 59173, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 59270, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 59367, Vitórias X: 45, Vitórias O: 49, Draws: 6
Genoma 59464, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 59561, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 59658, Vitórias X: 34, Vitórias O: 61, Draws: 5
Genoma 59755, Vitórias X: 45, Vitórias O: 49, Draws: 6
Genoma 59852, Vitórias X: 45, Vitórias O: 52, Draws: 3
Genoma 59949, Vitórias X: 39, Vitórias O: 55, Draws: 6
Genoma 60046, Vitórias X: 46, Vitórias O: 48, Draws: 6
Genoma 60143, Vitórias X: 41, Vitórias O: 56, Draws: 3
Genoma 60240, Vitórias X: 48, Vitórias O: 48, Draws: 4
Genoma 60337, Vitórias X: 43, Vitórias O: 55, Draws: 2
Genoma 60434, Vitórias X: 52, Vitórias O: 41, Draws: 7
Genoma 60531, Vitórias X: 37, Vitórias O: 60, Draws: 3
Genoma 60628, Vitórias X: 33, Vitórias O: 58, Draws: 9
Genoma 60725, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 60822, Vitórias X: 38, Vitórias O: 59, Draws: 3
Genoma 60919, Vitórias X: 44, Vitórias O: 52, Draws: 4
Genoma 61016, Vitórias X: 47, Vitórias O: 43, Draws: 10
Genoma 61113, Vitórias X: 43, Vitórias O: 53, Draws: 4
Genoma 61210, Vitórias X: 39, Vitórias O: 51, Draws: 10
Genoma 61307, Vitórias X: 47, Vitórias O: 45, Draws: 8
Genoma 61404, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 61501, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 61598, Vitórias X: 38, Vitórias O: 57, Draws: 5
Genoma 61695, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 61792, Vitórias X: 39, Vitórias O: 58, Draws: 3
Genoma 61889, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 61986, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 62083, Vitórias X: 35, Vitórias O: 58, Draws: 7
Genoma 62180, Vitórias X: 43, Vitórias O: 49, Draws: 8
Genoma 62277, Vitórias X: 29, Vitórias O: 63, Draws: 8
Genoma 62374, Vitórias X: 37, Vitórias O: 60, Draws: 3
Genoma 62471, Vitórias X: 43, Vitórias O: 49, Draws: 8
Genoma 62568, Vitórias X: 40, Vitórias O: 57, Draws: 3
Genoma 62665, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 62762, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 62859, Vitórias X: 36, Vitórias O: 59, Draws: 5
Genoma 62956, Vitórias X: 46, Vitórias O: 51, Draws: 3
Genoma 63053, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 63150, Vitórias X: 39, Vitórias O: 52, Draws: 9
Genoma 63247, Vitórias X: 40, Vitórias O: 54, Draws: 6
Genoma 63344, Vitórias X: 37, Vitórias O: 54, Draws: 9
Genoma 63441, Vitórias X: 50, Vitórias O: 45, Draws: 5
Genoma 63538, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 63635, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 63732, Vitórias X: 44, Vitórias O: 51, Draws: 5
Genoma 63829, Vitórias X: 34, Vitórias O: 63, Draws: 3
Genoma 63926, Vitórias X: 38, Vitórias O: 56, Draws: 6
Genoma 64023, Vitórias X: 44, Vitórias O: 54, Draws: 2
Genoma 64120, Vitórias X: 51, Vitórias O: 42, Draws: 7
Genoma 64217, Vitórias X: 40, Vitórias O: 52, Draws: 8
Genoma 64314, Vitórias X: 34, Vitórias O: 60, Draws: 6
Genoma 64411, Vitórias X: 33, Vitórias O: 62, Draws: 5
Genoma 64508, Vitórias X: 43, Vitórias O: 50, Draws: 7
Genoma 64605, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 64702, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 64799, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 64896, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 64993, Vitórias X: 45, Vitórias O: 51, Draws: 4
Genoma 65090, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 65187, Vitórias X: 47, Vitórias O: 45, Draws: 8
Genoma 65284, Vitórias X: 37, Vitórias O: 60, Draws: 3
Genoma 65381, Vitórias X: 38, Vitórias O: 59, Draws: 3
Genoma 65478, Vitórias X: 26, Vitórias O: 69, Draws: 5
Genoma 65575, Vitórias X: 35, Vitórias O: 60, Draws: 5
Genoma 65672, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 65769, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 65866, Vitórias X: 43, Vitórias O: 48, Draws: 9
Genoma 65963, Vitórias X: 44, Vitórias O: 49, Draws: 7
Genoma 66060, Vitórias X: 39, Vitórias O: 57, Draws: 4
Genoma 66157, Vitórias X: 45, Vitórias O: 52, Draws: 3
Genoma 66254, Vitórias X: 40, Vitórias O: 53, Draws: 7
Genoma 66351, Vitórias X: 45, Vitórias O: 49, Draws: 6
Genoma 66448, Vitórias X: 50, Vitórias O: 49, Draws: 1
Genoma 66545, Vitórias X: 36, Vitórias O: 57, Draws: 7
Genoma 66642, Vitórias X: 40, Vitórias O: 51, Draws: 9
Genoma 66739, Vitórias X: 42, Vitórias O: 46, Draws: 12
Genoma 66836, Vitórias X: 42, Vitórias O: 56, Draws: 2
Genoma 66933, Vitórias X: 34, Vitórias O: 63, Draws: 3
Genoma 67030, Vitórias X: 31, Vitórias O: 64, Draws: 5
Genoma 67127, Vitórias X: 46, Vitórias O: 50, Draws: 4
Genoma 67224, Vitórias X: 36, Vitórias O: 60, Draws: 4
Genoma 67321, Vitórias X: 41, Vitórias O: 54, Draws: 5
Genoma 67418, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 67515, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 67612, Vitórias X: 36, Vitórias O: 58, Draws: 6
Genoma 67709, Vitórias X: 39, Vitórias O: 50, Draws: 11
Genoma 67806, Vitórias X: 39, Vitórias O: 53, Draws: 8
Genoma 67903, Vitórias X: 39, Vitórias O: 52, Draws: 9
Genoma 68000, Vitórias X: 37, Vitórias O: 57, Draws: 6
Genoma 68097, Vitórias X: 38, Vitórias O: 56, Draws: 6
Genoma 68194, Vitórias X: 31, Vitórias O: 58, Draws: 11
Genoma 68291, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 68388, Vitórias X: 44, Vitórias O: 50, Draws: 6
Genoma 68485, Vitórias X: 37, Vitórias O: 58, Draws: 5
Genoma 68582, Vitórias X: 47, Vitórias O: 51, Draws: 2
Genoma 68679, Vitórias X: 33, Vitórias O: 60, Draws: 7
Genoma 68776, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 68873, Vitórias X: 51, Vitórias O: 47, Draws: 2
Genoma 68970, Vitórias X: 43, Vitórias O: 51, Draws: 6
Genoma 69067, Vitórias X: 43, Vitórias O: 54, Draws: 3
Genoma 69164, Vitórias X: 46, Vitórias O: 47, Draws: 7
Genoma 69261, Vitórias X: 33, Vitórias O: 61, Draws: 6
Genoma 69358, Vitórias X: 45, Vitórias O: 47, Draws: 8
Genoma 69455, Vitórias X: 42, Vitórias O: 54, Draws: 4
Genoma 69552, Vitórias X: 46, Vitórias O: 49, Draws: 5
Genoma 69649, Vitórias X: 42, Vitórias O: 51, Draws: 7
Genoma 69746, Vitórias X: 40, Vitórias O: 56, Draws: 4
Genoma 69843, Vitórias X: 33, Vitórias O: 65, Draws: 2
Genoma 69940, Vitórias X: 38, Vitórias O: 55, Draws: 7
Genoma 70037, Vitórias X: 54, Vitórias O: 41, Draws: 5
Genoma 70134, Vitórias X: 44, Vitórias O: 53, Draws: 3
Genoma 70231, Vitórias X: 37, Vitórias O: 54, Draws: 9
Genoma 70328, Vitórias X: 42, Vitórias O: 52, Draws: 6
Genoma 70425, Vitórias X: 42, Vitórias O: 50, Draws: 8
Genoma 70522, Vitórias X: 46, Vitórias O: 51, Draws: 3
Genoma 70619, Vitórias X: 30, Vitórias O: 63, Draws: 7
Genoma 70716, Vitórias X: 36, Vitórias O: 56, Draws: 8
Genoma 70813, Vitórias X: 39, Vitórias O: 54, Draws: 7
Genoma 70910, Vitórias X: 42, Vitórias O: 53, Draws: 5
Genoma 71007, Vitórias X: 38, Vitórias O: 53, Draws: 9
Genoma 71104, Vitórias X: 32, Vitórias O: 57, Draws: 11
Genoma 71201, Vitórias X: 41, Vitórias O: 53, Draws: 6
Genoma 71298, Vitórias X: 43, Vitórias O: 52, Draws: 5
Genoma 71395, Vitórias X: 43, Vitórias O: 48, Draws: 9
Genoma 71492, Vitórias X: 41, Vitórias O: 52, Draws: 7
